
*************************************************************
                       POINT NUMBER = 1
*************************************************************
DyFeO3                  ref        calc    error^2    %P.R.E.
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3907     0.3897  1.0568e-06    0.26
cell(3_y)              0.1504     0.1510  3.3756e-07    0.39
cell(3_z)              0.3791     0.3811  3.9760e-06    0.53
cell(4_x)              0.3907     0.3895  1.4090e-06    0.30
cell(4_y)              0.1504     0.1509  2.0976e-07    0.30
cell(4_z)              0.3791     0.3812  4.3723e-06    0.55
cell(Volume)        1329.1858  1342.9472  1.8938e+02    1.04
cell(a)               10.9950    11.0328  1.4299e-03    0.34
cell(b)               10.9950    11.0328  1.4299e-03    0.34
cell(c)               10.9950    11.0328  1.4299e-03    0.34
-------------------------------------------------------------
TmFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0691     0.0410  7.8860e-04   40.64
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4810     0.4914  1.0858e-04    2.17
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4559     0.4498  3.7614e-05    1.35
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6148     0.6018  1.7012e-04    2.12
cell(4_x)              0.3057     0.2976  6.5772e-05    2.65
cell(4_y)              0.0587     0.0544  1.8284e-05    7.28
cell(4_z)              0.1907     0.2002  8.9927e-05    4.97
cell(5_x)              0.4559     0.4494  4.2237e-05    1.43
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6148     0.6020  1.6445e-04    2.09
cell(6_x)              0.3057     0.2978  6.1968e-05    2.58
cell(6_y)              0.0587     0.0546  1.6712e-05    6.96
cell(6_z)              0.1907     0.2002  9.1107e-05    5.01
cell(Volume)         222.0563   223.2999  1.5465e+00    0.56
cell(a)                5.5760     5.4658  1.2152e-02    1.98
cell(b)                7.5840     7.6463  3.8790e-03    0.82
cell(c)                5.2510     5.3430  8.4692e-03    1.75
-------------------------------------------------------------
Tm2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9661     0.9711  2.4612e-05    0.51
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3890     0.3899  8.8360e-07    0.24
cell(3_y)              0.1540     0.1510  8.9401e-06    1.94
cell(3_z)              0.3790     0.3810  3.9561e-06    0.52
cell(4_x)              0.3890     0.3898  5.9753e-07    0.20
cell(4_y)              0.1540     0.1509  9.7282e-06    2.03
cell(4_z)              0.3790     0.3811  4.4352e-06    0.56
cell(Volume)        1154.5848  1160.2003  3.1535e+01    0.49
cell(a)               10.4908    10.5078  2.8835e-04    0.16
cell(b)               10.4908    10.5078  2.8835e-04    0.16
cell(c)               10.4908    10.5078  2.8835e-04    0.16
-------------------------------------------------------------
YbFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0708     0.0408  9.0084e-04   42.39
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4806     0.4916  1.2067e-04    2.29
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4537     0.4506  9.4372e-06    0.68
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6169     0.6008  2.6037e-04    2.62
cell(4_x)              0.3077     0.2974  1.0656e-04    3.35
cell(4_y)              0.0599     0.0539  3.6361e-05   10.07
cell(4_z)              0.1886     0.2004  1.3971e-04    6.27
cell(5_x)              0.4537     0.4503  1.1834e-05    0.76
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6169     0.6010  2.5335e-04    2.58
cell(6_x)              0.3077     0.2976  1.0177e-04    3.28
cell(6_y)              0.0599     0.0541  3.4141e-05    9.75
cell(6_z)              0.1886     0.2005  1.4109e-04    6.30
cell(Volume)         221.1158   223.8428  7.4367e+00    1.23
cell(a)                5.5686     5.4704  9.6511e-03    1.76
cell(b)                7.5843     7.6498  4.2897e-03    0.86
cell(c)                5.2355     5.3491  1.2895e-02    2.17
-------------------------------------------------------------
Yb2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9675     0.9710  1.2532e-05    0.37
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3902     0.3899  7.2900e-08    0.07
cell(3_y)              0.1532     0.1510  4.8005e-06    1.43
cell(3_z)              0.3804     0.3810  3.5165e-07    0.16
cell(4_x)              0.3902     0.3898  1.9097e-07    0.11
cell(4_y)              0.1532     0.1509  5.3824e-06    1.51
cell(4_z)              0.3804     0.3811  5.0410e-07    0.19
cell(Volume)        1136.5858  1167.0489  9.2800e+02    2.68
cell(a)               10.4360    10.5284  8.5407e-03    0.89
cell(b)               10.4360    10.5284  8.5407e-03    0.89
cell(c)               10.4360    10.5284  8.5407e-03    0.89
-------------------------------------------------------------
YFeO3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.0680     0.0384  8.7563e-04   43.52
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4811     0.4925  1.2885e-04    2.36
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4614     0.4506  1.1556e-04    2.33
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6109     0.6007  1.0349e-04    1.67
cell(4_x)              0.3069     0.2979  8.1324e-05    2.94
cell(4_y)              0.0583     0.0537  2.1317e-05    7.92
cell(4_z)              0.1927     0.1999  5.1782e-05    3.73
cell(5_x)              0.4614     0.4503  1.2292e-04    2.40
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6109     0.6010  9.7812e-05    1.62
cell(6_x)              0.3069     0.2981  7.7106e-05    2.86
cell(6_y)              0.0583     0.0539  1.9572e-05    7.59
cell(6_z)              0.1927     0.1999  5.2128e-05    3.75
cell(Volume)         224.7610   225.9816  1.4899e+00    0.54
cell(a)                5.5957     5.4790  1.3608e-02    2.08
cell(b)                7.6046     7.6860  6.6186e-03    1.07
cell(c)                5.2819     5.3662  7.1134e-03    1.60
-------------------------------------------------------------
Y2O3                    ref        calc    error^2    %P.R.E.
cell(1_x)              0.0000     0.0000  0.0000e+00    0.00
cell(1_y)              0.0000     0.0000  0.0000e+00    0.00
cell(1_z)              0.0000     0.0000  0.0000e+00    0.00
cell(2_x)              0.2825     0.2783  1.7884e-05    1.50
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.0978     0.0989  1.2188e-06    1.13
cell(3_y)              0.3587     0.3597  1.0630e-06    0.29
cell(3_z)              0.1305     0.1309  1.6810e-07    0.31
cell(4_x)              0.0978     0.0990  1.4787e-06    1.24
cell(4_y)              0.3587     0.3599  1.3853e-06    0.33
cell(4_z)              0.1305     0.1310  2.8302e-07    0.41
cell(Volume)        1192.3311  1177.6797  2.1466e+02    1.23
cell(a)               10.6039    10.5603  1.9021e-03    0.41
cell(b)               10.6039    10.5603  1.9021e-03    0.41
cell(c)               10.6039    10.5603  1.9021e-03    0.41
-------------------------------------------------------------
Fe2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.0000     0.0000  0.0000e+00    0.00
cell(1_y)              0.0000     0.0000  0.0000e+00    0.00
cell(1_z)              0.0000     0.0000  0.0000e+00    0.00
cell(2_x)              0.2850     0.2781  4.6964e-05    2.40
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.1290     0.1402  1.2634e-04    8.71
cell(3_y)              0.1470     0.1308  2.6315e-04   11.04
cell(3_z)              0.9165     0.9009  2.4211e-04    1.70
cell(4_x)              0.1290     0.1400  1.2177e-04    8.55
cell(4_y)              0.1470     0.1310  2.5757e-04   10.92
cell(4_z)              0.9165     0.9008  2.4699e-04    1.71
cell(Volume)         828.7298   815.9049  1.6448e+02    1.55
cell(a)                9.3930     9.3443  2.3723e-03    0.52
cell(b)                9.3930     9.3443  2.3723e-03    0.52
cell(c)                9.3930     9.3443  2.3723e-03    0.52
-------------------------------------------------------------
GdFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4372     0.4648  7.6049e-04    6.31
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0156     0.0059  9.4478e-05   62.31
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5328     0.5353  6.3605e-06    0.47
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6005     0.5837  2.8335e-04    2.80
cell(4_x)              0.1984     0.2071  7.6178e-05    4.40
cell(4_y)              0.0506     0.0444  3.7995e-05   12.18
cell(4_z)              0.3043     0.2945  9.5277e-05    3.21
cell(5_x)              0.5328     0.5357  8.5498e-06    0.55
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6005     0.5839  2.7606e-04    2.77
cell(6_x)              0.1984     0.2069  7.3017e-05    4.31
cell(6_y)              0.0506     0.0446  3.5976e-05   11.85
cell(6_z)              0.3043     0.2945  9.5102e-05    3.20
cell(Volume)         230.1715   232.1633  3.9670e+00    0.87
cell(a)                5.6110     5.5284  6.8157e-03    1.47
cell(b)                7.6690     7.7178  2.3857e-03    0.64
cell(c)                5.3490     5.4412  8.5008e-03    1.72
-------------------------------------------------------------
Gd2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9685     0.9706  4.3098e-06    0.21
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3884     0.3897  1.7689e-06    0.34
cell(3_y)              0.1515     0.1510  2.6626e-07    0.34
cell(3_z)              0.3787     0.3811  5.6074e-06    0.63
cell(4_x)              0.3884     0.3896  1.3596e-06    0.30
cell(4_y)              0.1515     0.1509  4.1216e-07    0.42
cell(4_z)              0.3787     0.3812  6.1058e-06    0.65
cell(Volume)        1266.1264  1280.2233  1.9872e+02    1.11
cell(a)               10.8183    10.8583  1.6002e-03    0.37
cell(b)               10.8183    10.8583  1.6002e-03    0.37
cell(c)               10.8183    10.8583  1.6002e-03    0.37
-------------------------------------------------------------
TbFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0641     0.0303  1.1417e-03   52.71
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4840     0.4954  1.3108e-04    2.37
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4640     0.4705  4.2172e-05    1.40
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6035     0.5766  7.2366e-04    4.46
cell(4_x)              0.3026     0.2904  1.4862e-04    4.03
cell(4_y)              0.0538     0.0404  1.7833e-04   24.82
cell(4_z)              0.1950     0.2082  1.7511e-04    6.79
cell(5_x)              0.4640     0.4701  3.7430e-05    1.32
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6035     0.5768  7.1038e-04    4.42
cell(6_x)              0.3026     0.2906  1.4465e-04    3.97
cell(6_y)              0.0538     0.0406  1.7419e-04   24.53
cell(6_z)              0.1950     0.2082  1.7382e-04    6.76
cell(Volume)         227.7998   237.1442  8.7317e+01    4.10
cell(a)                5.6020     5.5541  2.2983e-03    0.86
cell(b)                7.6350     7.7778  2.0398e-02    1.87
cell(c)                5.3260     5.4896  2.6779e-02    3.07
-------------------------------------------------------------
Tb2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.3333     0.3333  0.0000e+00    0.00
cell(1_y)              0.6667     0.6667  0.0000e+00    0.00
cell(1_z)              0.2498     0.2487  1.1707e-06    0.43
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.3333     0.3333  0.0000e+00    0.00
cell(3_y)              0.6667     0.6667  0.0000e+00    0.00
cell(3_z)              0.6464     0.6614  2.2614e-04    2.33
cell(4_x)              0.0000     0.0000  0.0000e+00    0.00
cell(4_y)              0.0000     0.0000  0.0000e+00    0.00
cell(4_z)              0.0000     0.0000  0.0000e+00    0.00
cell(5_x)              0.3333     0.3333  0.0000e+00    0.00
cell(5_y)              0.6667     0.6667  0.0000e+00    0.00
cell(5_z)              0.6464     0.6621  2.4514e-04    2.42
cell(Volume)          70.0075    76.8562  4.6905e+01    9.78
cell(a)                3.7149     3.8070  8.4828e-03    2.48
cell(b)                3.7149     3.8070  8.4828e-03    2.48
cell(c)                5.8576     6.1233  7.0572e-02    4.54
Objective Function = 4.923789e+06
Average Percentage Relative Error = 5.935197e+00

*************************************************************
                       POINT NUMBER = 855
*************************************************************
DyFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0665     0.9626  8.0293e-01 1347.46
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4829     0.4933  1.0851e-04    2.16
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5110     0.5399  8.3764e-04    5.66
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5690     0.5895  4.1943e-04    3.60
cell(4_x)              0.2190     0.2054  1.8425e-04    6.20
cell(4_y)              0.0390     0.0476  7.4425e-05   22.12
cell(4_z)              0.2800     0.2964  2.7057e-04    5.87
cell(5_x)              0.5110     0.5403  8.6054e-04    5.74
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5690     0.5897  4.2832e-04    3.64
cell(6_x)              0.2190     0.2052  1.8972e-04    6.29
cell(6_y)              0.0390     0.0478  7.7458e-05   22.57
cell(6_z)              0.2800     0.2964  2.7011e-04    5.87
cell(Volume)         226.2552   229.6114  1.1264e+01    1.48
cell(a)                5.5980     5.5133  7.1675e-03    1.51
cell(b)                7.6230     7.6942  5.0751e-03    0.93
cell(c)                5.3020     5.4127  1.2252e-02    2.09
-------------------------------------------------------------
Dy2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9675     0.9708  1.0713e-05    0.34
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3911     0.3898  1.6693e-06    0.33
cell(3_y)              0.1515     0.1510  2.5402e-07    0.33
cell(3_z)              0.3795     0.3810  2.3747e-06    0.41
cell(4_x)              0.3911     0.3896  2.1199e-06    0.37
cell(4_y)              0.1515     0.1509  3.9690e-07    0.42
cell(4_z)              0.3795     0.3811  2.7159e-06    0.43
cell(Volume)        1214.7678  1243.1436  8.0519e+02    2.34
cell(a)               10.6700    10.7524  6.7967e-03    0.77
cell(b)               10.6700    10.7524  6.7967e-03    0.77
cell(c)               10.6700    10.7524  6.7967e-03    0.77
-------------------------------------------------------------
ErFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0691     0.0396  8.6866e-04   42.65
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4816     0.4923  1.1481e-04    2.22
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4594     0.4547  2.2307e-05    1.03
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6137     0.5960  3.1287e-04    2.88
cell(4_x)              0.3059     0.2963  9.2795e-05    3.15
cell(4_y)              0.0573     0.0512  3.6772e-05   10.58
cell(4_z)              0.1910     0.2017  1.1353e-04    5.58
cell(5_x)              0.4594     0.4543  2.6051e-05    1.11
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6137     0.5962  3.0534e-04    2.85
cell(6_x)              0.3059     0.2965  8.8623e-05    3.08
cell(6_y)              0.0573     0.0514  3.4598e-05   10.27
cell(6_z)              0.1910     0.2017  1.1440e-04    5.60
cell(Volume)         223.0089   226.2852  1.0734e+01    1.47
cell(a)                5.5820     5.4902  8.4318e-03    1.65
cell(b)                7.5910     7.6663  5.6761e-03    0.99
cell(c)                5.2630     5.3763  1.2833e-02    2.15
-------------------------------------------------------------
Er2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9670     0.9709  1.5280e-05    0.40
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3911     0.3899  1.5129e-06    0.31
cell(3_y)              0.1512     0.1510  3.9204e-08    0.13
cell(3_z)              0.3799     0.3810  1.2455e-06    0.29
cell(4_x)              0.3911     0.3897  1.9488e-06    0.36
cell(4_y)              0.1512     0.1509  1.0628e-07    0.22
cell(4_z)              0.3799     0.3811  1.5080e-06    0.32
cell(Volume)        1172.2391  1199.1302  7.2313e+02    2.29
cell(a)               10.5440    10.6240  6.4027e-03    0.76
cell(b)               10.5440    10.6240  6.4027e-03    0.76
cell(c)               10.5440    10.6240  6.4027e-03    0.76
-------------------------------------------------------------
EuFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4399     0.4662  6.8996e-04    5.97
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0145     0.0055  8.1758e-05   62.36
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5320     0.5331  1.1130e-06    0.20
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5978     0.5808  2.8914e-04    2.84
cell(4_x)              0.1994     0.2080  7.4771e-05    4.34
cell(4_y)              0.0506     0.0429  6.0016e-05   15.31
cell(4_z)              0.3023     0.2935  7.7405e-05    2.91
cell(5_x)              0.5320     0.5335  2.1199e-06    0.27
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5978     0.5810  2.8167e-04    2.81
cell(6_x)              0.1994     0.2079  7.1775e-05    4.25
cell(6_y)              0.0506     0.0430  5.7547e-05   14.99
cell(6_z)              0.3023     0.2935  7.7018e-05    2.90
cell(Volume)         231.4371   233.5077  4.2873e+00    0.89
cell(a)                5.6060     5.5352  5.0073e-03    1.26
cell(b)                7.6850     7.7324  2.2436e-03    0.62
cell(c)                5.3720     5.4557  7.0097e-03    1.56
-------------------------------------------------------------
Eu2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.0000     0.0000  0.0000e+00    0.00
cell(1_y)              0.0000     0.0000  0.0000e+00    0.00
cell(1_z)              0.0000     0.0000  0.0000e+00    0.00
cell(2_x)              0.2806     0.2794  1.3502e-06    0.41
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.0960     0.0990  9.1083e-06    3.14
cell(3_y)              0.3559     0.3603  1.9272e-05    1.23
cell(3_z)              0.1301     0.1311  9.5453e-07    0.75
cell(4_x)              0.0960     0.0991  9.8784e-06    3.27
cell(4_y)              0.3559     0.3605  2.0721e-05    1.28
cell(4_z)              0.1301     0.1312  1.1599e-06    0.83
cell(Volume)        1283.7630  1298.9536  2.3075e+02    1.18
cell(a)               10.8683    10.9110  1.8233e-03    0.39
cell(b)               10.8683    10.9110  1.8233e-03    0.39
cell(c)               10.8683    10.9110  1.8233e-03    0.39
-------------------------------------------------------------
HoFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4709     0.4611  9.5277e-05    2.07
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0061     0.0073  1.4185e-06   19.52
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5110     0.5431  1.0327e-03    6.29
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5690     0.5934  5.9448e-04    4.29
cell(4_x)              0.2190     0.2044  2.1336e-04    6.67
cell(4_y)              0.0390     0.0498  1.1632e-04   27.65
cell(4_z)              0.2800     0.2976  3.1004e-04    6.29
cell(5_x)              0.5110     0.5435  1.0577e-03    6.36
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5690     0.5936  6.0496e-04    4.32
cell(6_x)              0.2190     0.2042  2.1957e-04    6.77
cell(6_y)              0.0390     0.0500  1.2021e-04   28.11
cell(6_z)              0.2800     0.2976  3.0895e-04    6.28
cell(Volume)         224.3297   227.5989  1.0688e+01    1.46
cell(a)                5.5910     5.4999  8.2959e-03    1.63
cell(b)                7.6020     7.6764  5.5392e-03    0.98
cell(c)                5.2780     5.3908  1.2729e-02    2.14
-------------------------------------------------------------
Ho2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9673     0.9708  1.2461e-05    0.36
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3888     0.3898  1.0774e-06    0.27
cell(3_y)              0.1519     0.1510  8.1360e-07    0.59
cell(3_z)              0.3811     0.3810  5.1840e-09    0.02
cell(4_x)              0.3888     0.3897  7.6213e-07    0.22
cell(4_y)              0.1519     0.1509  1.0609e-06    0.68
cell(4_z)              0.3811     0.3811  1.4440e-09    0.01
cell(Volume)        1196.9246  1216.7138  3.9161e+02    1.65
cell(a)               10.6175    10.6757  3.3867e-03    0.55
cell(b)               10.6175    10.6757  3.3867e-03    0.55
cell(c)               10.6175    10.6757  3.3867e-03    0.55
-------------------------------------------------------------
LaFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4709     0.4850  1.9940e-04    3.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0061     0.0016  2.0008e-05   73.33
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5110     0.5129  3.5457e-06    0.37
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5690     0.5539  2.2665e-04    2.65
cell(4_x)              0.2190     0.2202  1.4738e-06    0.55
cell(4_y)              0.0390     0.0278  1.2470e-04   28.63
cell(4_z)              0.2800     0.2802  5.1529e-08    0.08
cell(5_x)              0.5110     0.5131  4.5114e-06    0.42
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5690     0.5542  2.1957e-04    2.60
cell(6_x)              0.2190     0.2201  1.2056e-06    0.50
cell(6_y)              0.0390     0.0280  1.2208e-04   28.33
cell(6_z)              0.2800     0.2803  1.0628e-07    0.12
cell(Volume)         242.8598   249.5334  4.4536e+01    2.75
cell(a)                5.5647     5.6164  2.6769e-03    0.93
cell(b)                7.8551     7.9268  5.1347e-03    0.91
cell(c)                5.5560     5.6050  2.3965e-03    0.88
-------------------------------------------------------------
La2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.3333     0.3333  0.0000e+00    0.00
cell(1_y)              0.6667     0.6667  0.0000e+00    0.00
cell(1_z)              0.2469     0.2491  5.0221e-06    0.91
cell(2_x)              0.3333     0.3333  0.0000e+00    0.00
cell(2_y)              0.6667     0.6667  0.0000e+00    0.00
cell(2_z)              0.6454     0.6615  2.5905e-04    2.49
cell(3_x)              0.0000     0.0000  0.0000e+00    0.00
cell(3_y)              0.0000     0.0000  0.0000e+00    0.00
cell(3_z)              0.0000     0.0000  0.0000e+00    0.00
cell(4_x)              0.3333     0.3333  0.0000e+00    0.00
cell(4_y)              0.6667     0.6667  0.0000e+00    0.00
cell(4_z)              0.6454     0.6621  2.7842e-04    2.59
cell(5_x)              0.0000     0.0000  0.0000e+00    0.00
cell(5_y)              0.0000     0.0000  0.0000e+00    0.00
cell(5_z)              0.0000     0.0000  0.0000e+00    0.00
cell(Volume)          82.7264    86.0994  1.1377e+01    4.08
cell(a)                3.9360     3.9418  3.3304e-05    0.15
cell(b)                3.9360     3.9418  3.3304e-05    0.15
cell(c)                6.1660     6.3986  5.4116e-02    3.77
-------------------------------------------------------------
LuFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0715     0.0419  8.7592e-04   41.39
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4800     0.4907  1.1535e-04    2.24
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4539     0.4466  5.3130e-05    1.61
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6199     0.6054  2.1144e-04    2.35
cell(4_x)              0.3071     0.2983  7.7969e-05    2.88
cell(4_y)              0.0621     0.0565  3.1911e-05    9.10
cell(4_z)              0.1893     0.1994  1.0254e-04    5.35
cell(5_x)              0.4539     0.4463  5.8492e-05    1.68
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6199     0.6056  2.0512e-04    2.31
cell(6_x)              0.3071     0.2985  7.3616e-05    2.79
cell(6_y)              0.0621     0.0566  2.9801e-05    8.79
cell(6_z)              0.1893     0.1995  1.0414e-04    5.39
cell(Volume)         218.7534   221.1831  5.9033e+00    1.11
cell(a)                5.5470     5.4477  9.8531e-03    1.79
cell(b)                7.5650     7.6321  4.5027e-03    0.89
cell(c)                5.2130     5.3198  1.1396e-02    2.05
-------------------------------------------------------------
Lu2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
